TV,Radio,Social.Media,Influencer,Sales
66,24.9112458,3.124255381,Macro,528.0226349
64,17.73913594,7.069535685,Mega,393.7363306
99,27.61422525,3.848628228,Macro,488.7806472
99,37.26381865,6.88653481,Macro,512.2374357
39,7.244487161,2.260934844,Nano,262.4126933
42,12.81137191,2.234517357,Micro,302.5238932
48,15.83963977,5.286098271,Micro,319.0368013
89,33.39187931,6.297544404,Macro,510.9712711
84,29.65912031,5.892874671,Macro,548.2145897
84,28.25584373,5.699994101,Mega,400.1757499
15,5.13906928,1.55848132,Nano,251.4249683
80,26.81982599,0.700882001,Macro,500.1541878
44,11.07570616,3.220120781,Nano,268.8348593
65,23.57866143,2.856656795,Mega,402.2177395
53,19.89061645,3.079466745,Mega,434.1402772
64,22.46616939,7.150085369,Mega,392.7088908
45,10.84335506,1.303214039,Micro,354.9054513
24,23.86128886,6.666099409,Micro,353.4937036
88,37.96929695,4.739682162,Mega,437.8351716
15,5.559327554,1.207829519,Nano,301.407825
40,9.383684038,1.622313049,Mega,408.2394297
71,26.02394936,3.116428483,Macro,507.3495438
94,29.8950106,6.500131863,Mega,458.1175264
56,25.18369481,2.279885311,Mega,427.1137578
82,23.43478708,5.914866129,Macro,495.1059535
74,16.77799061,2.297885997,Mega,405.6411066
39,10.88633139,0.109931925,Micro,379.6080425
80,18.86747737,2.041285539,Macro,537.0212936
12,3.135564385,2.924747767,Nano,195.1770976
65,20.46492633,4.853305007,Mega,387.8366344
36,20.90492829,1.336251172,Nano,218.7646912
76,16.70931471,1.792285775,Mega,409.0100462
48,10.37404092,2.612899858,Micro,347.3803781
47,20.27755079,0.747904517,Micro,321.095368
84,29.13806872,4.47779358,Macro,532.3856903
86,38.57577862,13.98166208,Macro,539.3928856
84,26.01281569,3.027266611,Mega,446.0771581
27,8.356876047,3.829888213,Micro,332.3449102
45,10.90863806,3.192073711,Micro,305.1722866
88,33.12247008,10.45510884,Mega,423.5395827
33,18.44134045,2.713985708,Nano,273.6458154
91,17.88186115,4.934914451,Macro,494.6746401
43,15.09638769,5.999431004,Mega,425.583978
78,26.46683247,3.613317648,Macro,464.6345559
60,16.60417853,5.253646762,Mega,435.6164255
63,17.42100916,2.03807802,Mega,408.9228819
62,21.34402806,1.262535921,Mega,383.0538373
86,24.31804069,4.732207886,Mega,420.1976052
43,14.50355259,5.540172367,Micro,353.4921118
45,6.359354009,0.7043668,Nano,291.3307643
96,33.16691487,4.802682588,Macro,505.152346
11,10.43493748,3.021098715,Nano,263.2437812
45,17.45057273,3.797949477,Micro,329.4068839
46,15.49815546,0.169996911,Micro,365.322118
61,19.81327192,0.733182064,Mega,406.0670051
36,11.66355563,0.421868807,Nano,283.657223
78,26.82739706,2.389919757,Mega,456.9152942
88,25.32678512,5.133571929,Macro,513.6277781
18,1.056114844,0.748769308,Nano,277.0310417
68,19.89609401,3.691370434,Mega,428.7119863
93,21.69683624,2.925124833,Macro,537.4375951
38,7.154535323,0.92859048,Nano,294.8529707
71,9.960783911,0.563444389,Macro,468.3473779
41,10.71151338,1.080983657,Micro,325.9103035
73,23.16628697,4.273919017,Mega,462.6226591
80,17.03688921,0.749839536,Macro,496.7109102
88,31.64818367,2.021944599,Macro,503.7367127
22,3.598474281,4.325620528,Nano,261.259393
43,14.86636304,1.188064861,Micro,348.8055138
83,21.26976739,4.22881998,Mega,445.7834417
10,5.040121601,0.704360749,Nano,252.0902673
82,31.21632112,5.677709042,Macro,483.5152183
62,16.99203482,3.781429364,Nano,265.7518502
33,12.12654395,0.210453262,Nano,270.8597478
47,18.40910552,9.195497391,Mega,387.0048433
98,28.93749129,5.478686281,Mega,457.6146652
98,27.66981156,1.605374723,Macro,487.446467
41,12.73241353,0.53126965,Micro,343.3200089
73,20.74650679,1.918559126,Macro,480.6967218
97,42.33165435,8.486323788,Macro,546.4099514
75,26.57604552,6.141799337,Mega,440.0751189
88,31.64099255,4.554771672,Mega,400.9873309
60,21.11999146,5.703028235,Micro,343.203547
17,7.089038619,0.26723685,Nano,135.597319
28,19.75022142,4.689765848,Nano,280.0368888
53,22.58564193,2.507439565,Mega,391.3392583
68,20.64660662,2.092461411,Micro,364.3233822
19,5.455547294,1.025903363,Nano,250.1441366
77,24.18854494,5.133802599,Mega,439.5825067
83,24.96773561,6.371890502,Macro,494.1662311
45,13.48532605,5.942775544,Micro,372.4241844
11,9.398839224,3.206508472,Nano,221.203822
98,29.35026643,6.913729654,Macro,577.7122599
90,32.03602195,2.232688226,Macro,594.4591439
10,12.20122965,2.452274641,Nano,212.8765334
67,13.8307792,2.90002924,Mega,401.7880539
22,6.041725794,2.136632357,Micro,374.2563789
63,28.35259165,4.69537646,Mega,391.6076963
45,10.77079934,4.423494837,Micro,363.3878127
92,27.96234205,7.395202068,Micro,377.515412
11,4.512800943,2.2934618,Nano,292.715162
64,21.4781953,7.187973139,Micro,364.3469733
72,25.40659637,3.215455403,Mega,433.1036728
74,22.67960376,3.535072235,Macro,497.0223105
38,15.2710352,2.028067933,Micro,341.3542343
82,24.48892201,2.559907081,Macro,476.6276316
62,29.39688348,4.153702921,Mega,400.5742192
79,23.13587607,1.40636985,Mega,425.3651348
96,34.71355558,3.437714608,Macro,515.8102343
18,7.745910759,1.059993514,Micro,325.1024463
13,7.54871986,0.881171591,Nano,223.5074332
42,15.50442945,2.861961964,Nano,287.478256
96,27.25291238,3.938099223,Macro,541.9183964
21,2.93712643,1.585800545,Nano,240.501597
69,15.62012582,0.969789938,Mega,405.1716265
59,13.45217597,1.50308216,Mega,422.0116681
41,7.275071751,3.573620196,Micro,314.6533418
39,14.01002933,5.185134443,Micro,346.6661568
58,21.66817425,6.615751015,Nano,291.1622199
22,15.12646596,3.792188111,Micro,305.7958187
90,29.74804469,0.191958978,Mega,426.8720241
14,5.478510793,2.250340619,Nano,272.7217831
56,24.39503194,7.606384879,Macro,475.3024654
46,22.8870475,1.144771295,Micro,376.7374052
65,18.5065161,4.245568702,Mega,428.3657362
44,11.68347203,0.391381397,Micro,336.9484464
79,30.0181942,4.184199312,Mega,457.8867088
59,28.35102374,6.541167803,Mega,393.1006907
73,27.39787136,3.862178306,Mega,416.4690015
96,27.98283498,3.500553519,Macro,514.7064149
78,24.73579762,4.85653667,Macro,544.0034254
19,7.789507227,4.06782199,Micro,329.5363527
41,5.526393657,0.482566921,Micro,342.1341229
24,6.371852119,1.305288031,Nano,237.3080973
26,1.739578302,6.435910993,Nano,278.3772601
66,22.43386587,0.874304744,Macro,552.3739941
82,23.77536877,3.16266164,Mega,453.9942483
85,32.16505613,5.313501318,Micro,328.3183051
60,19.44251219,3.36149892,Macro,473.6057277
34,14.60687996,2.153001784,Micro,319.5666061
61,17.99966763,0.689676121,Mega,398.0989893
96,34.65952748,2.733309859,Macro,550.8854682
20,10.33151042,1.335153841,Nano,270.9080064
59,21.73227479,1.164412348,Mega,430.0961604
66,22.15855916,2.197680767,Mega,381.1146044
20,12.92065658,1.865530074,Nano,201.8912721
95,43.12933167,10.17498349,Mega,425.49685
22,9.963834215,5.045815917,Micro,361.2353725
59,15.29205006,3.340436207,Micro,349.2916947
37,11.26805079,2.303197825,Mega,400.1188238
99,41.46858112,7.520477072,Macro,521.8051545
26,4.472360044,0.717090273,Nano,210.868146
46,21.95980933,0.880593234,Micro,323.6746179
50,19.34885503,2.369900004,Nano,295.9756226
45,6.951526595,1.566329051,Micro,357.7785315
36,7.734769762,1.820901371,Mega,397.8256377
87,30.20364198,9.267802669,Macro,509.1535179
40,12.16897263,1.785034944,Micro,371.4282096
54,16.17955891,2.089970315,Micro,367.1660007
90,29.0968972,6.041618334,Macro,552.4320192
51,20.1474308,4.116821554,Nano,294.5840145
60,12.85900617,2.182885119,Mega,446.8246529
54,21.46940881,1.186421596,Micro,378.8953006
67,28.20812272,4.03044572,Macro,511.8146189
81,30.66125373,7.211115245,Mega,454.9341485
46,8.337110578,0.799469099,Micro,347.0938923
28,7.492119318,1.454800109,Nano,236.1850854
84,22.23462227,4.066662577,Macro,482.4143869
68,20.31684589,2.650210785,Mega,413.7032108
88,20.72482281,4.321570987,Macro,520.8675183
68,19.16538374,0.917988194,Mega,413.8550896
60,17.69173462,3.241365169,Mega,414.7480493
61,29.98807828,5.491511053,Micro,360.5964544
18,10.86748903,0.690997745,Nano,205.996557
85,27.11256453,5.223855748,Macro,522.2593875
83,26.74193614,3.619405288,Macro,517.3073263
44,17.26939778,4.424545391,Micro,334.4686717
68,29.8927411,6.096743741,Micro,334.3164809
62,23.86330204,4.208564348,Macro,490.2698637
10,2.197709315,1.486695536,Nano,298.7087427
18,1.271180652,1.050902776,Nano,258.9078555
30,2.763161925,1.491292036,Micro,353.3294508
25,7.690011836,0.572313335,Micro,316.4303809
63,20.70580331,3.522060728,Micro,372.7805223
65,21.07836064,3.607061612,Mega,392.5307212
81,29.72285354,1.837938386,Mega,401.5240489
70,20.74153565,4.51238522,Mega,394.3461502
46,5.523665535,1.952389236,Micro,349.7639284
51,17.13094247,3.601388974,Micro,320.9315107
95,26.64284202,6.894241261,Macro,464.43233
62,24.31903081,0.722076955,Macro,478.6594651
22,8.539958592,1.726208762,Nano,265.4443212
89,29.61754574,4.126546307,Macro,489.0170837
78,21.96746823,2.471420712,Macro,471.9772902
18,9.081157279,2.338192893,Nano,268.681069
86,34.12647526,6.036185407,Macro,555.3181376
97,28.37534439,6.324932659,Macro,546.2043832
41,9.144210529,0.180242273,Nano,267.1213419
13,2.879753335,0.221099517,Nano,184.182269
87,30.99099652,5.461506605,Mega,413.1914867
47,14.73574073,0.827430976,Nano,286.9441173
39,19.77258376,1.932404713,Nano,249.6404173
80,27.53148648,8.330084621,Macro,577.5652526
79,26.74288882,4.026507794,Macro,481.4597804
59,19.37961097,2.883499957,Micro,365.4746304
41,24.74052081,9.85509108,Nano,270.3672156
87,24.95177785,1.015740835,Macro,497.918943
16,8.511221137,2.605974425,Nano,231.5811251
18,11.9832318,1.622753899,Nano,263.2365617
19,9.174730453,1.239992811,Nano,210.4562936
63,18.44423052,0.952442375,Mega,456.6590154
33,13.34990619,1.461002855,Micro,347.6918177
99,31.83537627,7.836499255,Macro,586.4742622
35,14.07835325,1.116862626,Nano,267.1535077
82,32.4234128,5.912088386,Macro,479.389162
75,29.4842347,7.237783972,Mega,463.8028968
40,13.81986703,1.308923021,Micro,355.997598
52,18.43202672,5.483112242,Micro,353.105688
27,16.23737165,3.19229395,Micro,322.3127798
52,9.837592493,2.080182174,Nano,258.0614509
74,20.22086793,4.540904518,Macro,501.2446223
50,19.57574792,0.47773224,Micro,360.9931903
69,19.9094031,0.248115763,Mega,407.9861207
97,32.81499473,6.469135436,Macro,654.9629653
48,18.08395137,3.041877866,Micro,320.8795872
55,26.77262827,6.89508981,Macro,498.2099545
72,18.55239266,4.52416234,Mega,462.7724586
82,24.90431818,4.074219874,Macro,510.4175538
29,8.503710547,3.662492615,Micro,342.0389818
69,21.85879116,3.273587772,Micro,374.7124748
46,3.159829936,4.261809686,Micro,371.5037122
68,19.13141921,6.834952137,Macro,476.7363138
39,17.29712291,2.14164632,Micro,374.2406374
96,23.98104459,1.166863302,Macro,480.1226278
80,25.7239637,4.586275674,Macro,502.1072522
27,5.595845332,1.583301743,Micro,324.9188648
73,28.055282,3.205905832,Mega,459.9473324
71,32.11362476,2.522217397,Macro,476.6654434
44,8.447034198,1.086840262,Nano,240.7037792
66,19.70536729,6.268882402,Mega,396.2269576
46,16.88243352,4.72763659,Mega,405.9168274
58,9.560125465,1.010489382,Mega,407.1422363
98,37.59513773,5.830734367,Macro,536.1102111
58,14.62053793,1.667640013,Micro,343.5447779
63,26.40015451,1.373655412,Macro,471.6607896
92,33.39604904,4.480487867,Macro,627.0888798
32,10.0151608,2.074406562,Micro,355.8822336
93,33.44612465,6.737926736,Mega,449.6567092
44,6.313173395,1.310027864,Micro,360.7235567
20,5.529660156,1.538808526,Nano,272.9335059
25,5.063017618,4.328050272,Micro,358.3914123
39,19.59319699,1.603298206,Micro,325.0413941
34,4.450949726,4.79777927,Micro,335.1621641
91,27.85349299,7.912248122,Macro,535.2132392
92,32.50731066,6.995889112,Macro,491.0027596
23,10.70057023,0.582369459,Micro,325.7214063
91,25.51282008,5.125009083,Macro,491.9404993
24,10.26587715,4.105277331,Nano,212.5835303
69,20.97212652,3.386159119,Mega,456.7102537
100,23.35453897,4.472029211,Macro,551.6054902
25,1.4394043,0.476601268,Nano,211.5605433
60,22.4028944,5.276295758,Nano,287.7487911
90,28.16502069,6.91914746,Macro,538.2295884
15,7.888210849,3.998362072,Nano,233.2494002
30,0.559364137,0.865257524,Nano,240.621267
36,15.3930559,3.601161957,Micro,318.299761
83,24.14078851,5.204844004,Macro,470.8450026
92,29.64528436,2.641853177,Macro,594.0335889
52,19.76318411,1.198692648,Mega,403.0891794
29,5.765039526,6.088674508,Nano,288.9043508
11,7.398527379,1.313158384,Nano,222.5725821
88,26.00963987,1.495600762,Macro,482.0634564
33,21.08177132,1.295927415,Nano,287.9152724
61,13.62383917,1.081630027,Micro,362.4929388
37,14.14716305,7.161305345,Micro,370.7751533
23,4.523879459,3.658953779,Nano,266.4361065
75,28.10015017,6.641151306,Mega,415.0260003
100,41.1538091,4.31660016,Macro,501.0921756
54,18.12225321,6.685431919,Macro,517.1310658
86,19.98864888,1.227231469,Macro,551.6618
27,5.26644146,1.353228723,Micro,312.1058702
12,6.240949586,2.19481368,Nano,198.6202689
75,25.67494111,2.394660585,Macro,500.6673423
41,15.88644602,2.913410175,Mega,427.7765392
64,13.13494165,2.703723754,Micro,351.2037222
88,20.3636207,5.245145153,Macro,475.8571476
11,15.25965583,1.938091205,Nano,248.4470216
100,31.6462889,6.52108481,Macro,537.9166083
98,26.23075658,4.307673455,Mega,451.1485558
58,12.19180528,1.666526752,Mega,424.5212349
55,28.16663617,3.41311368,Micro,377.6010886
22,7.789761193,0.288511704,Nano,248.0968589
89,31.77088669,5.88922997,Macro,476.6127387
74,27.19660184,5.61632048,Mega,440.108335
26,3.97700114,0.130780036,Nano,272.4736376
47,2.014777418,1.070821747,Nano,256.0490264
32,14.48421832,0.612035667,Mega,421.8220691
77,22.2599302,3.354030175,Macro,484.0091118
22,20.34673491,5.491167097,Nano,259.1443202
28,10.93200857,1.867646115,Micro,304.669937
19,9.22885874,1.70702226,Nano,229.3491018
61,20.04207353,1.427891296,Micro,373.9681741
48,16.38246157,4.722281354,Mega,430.0424562
10,7.109840315,0.35804823,Nano,193.4691099
62,22.7802953,6.853968812,Mega,425.1136845
20,12.30120609,1.12340663,Nano,221.2369106
29,19.64763273,0.856130365,Nano,249.9343478
80,33.31778758,5.06205685,Macro,524.0207518
95,33.33366031,6.90988426,Macro,518.2320659
48,10.45590551,1.708632243,Micro,360.0204693
58,21.746656,4.451849392,Mega,447.4659618
74,29.66161056,6.605580895,Macro,503.0865985
92,26.46927388,7.070945085,Macro,464.3306019
83,28.18172312,6.851154679,Mega,463.7079097
38,6.353393738,2.851748052,Nano,187.1162688
38,12.90576954,0.090806236,Nano,242.7034577
16,10.86123463,2.575875195,Nano,277.1696334
33,,3.447205649,Micro,368.1356132
31,17.35504181,2.289854925,Nano,237.4667528
72,25.9071224,4.715780067,Mega,419.0137063
62,21.15923997,0.1411057,Micro,379.7565753
34,3.974176914,2.878866014,Nano,272.798017
26,2.881749041,1.83033633,Nano,295.0005818
99,37.73241144,7.72405273,Macro,577.9552203
46,14.39237842,1.240397092,Mega,426.4737724
65,23.33843751,3.875179167,Mega,423.7767259
82,25.51805538,2.738878738,Macro,505.1568818
80,32.87300062,3.930685527,Mega,385.0190213
85,31.35910881,3.82809637,Macro,521.9447752
31,7.047015203,4.181179206,Nano,270.5753788
26,9.409506568,1.018662426,Micro,303.6174843
34,16.2792597,5.187613793,Nano,241.1372882
51,19.84177838,4.035106928,Micro,375.8511217
21,17.19214314,1.894452133,Nano,294.446818
96,32.89164931,2.377670015,Macro,505.909076
14,18.28500948,4.157356826,Nano,196.2289111
90,28.22427787,3.729510231,Macro,494.8318546
84,34.98456952,11.26042983,Macro,476.473174
15,3.578435619,0.504868131,Nano,275.7216018
66,19.53230719,3.884088166,Mega,414.2632727
49,17.08679602,1.73819839,Nano,299.6278639
40,4.588934853,2.298753596,Mega,393.0198458
74,19.41782899,4.035883388,Macro,605.0861991
63,28.52795281,3.168882093,Mega,415.4916979
33,16.10664487,0.423792124,Nano,233.8675076
25,9.973957511,0.673025333,Micro,330.650841
18,7.929312525,2.364400595,Micro,304.0561823
46,22.78233554,1.590795934,Nano,268.1830822
84,32.98197831,8.476182415,Macro,581.9074731
64,17.61714144,5.116676896,Mega,459.88647
76,28.58653295,8.637168807,Macro,470.3797663
45,17.94359103,0.169790571,Mega,389.6784778
10,5.139773121,4.751055878,Nano,276.3051792
54,19.27265847,1.302007252,Micro,310.7849967
77,16.07402028,2.696286698,Mega,443.4303588
90,32.75641678,1.581845181,Macro,488.0863102
73,31.85438735,5.430961826,Mega,453.3442658
68,29.19533041,8.045763533,Mega,389.4657633
50,15.52955419,0.660165772,Micro,371.7507138
21,6.326904995,1.731504711,Micro,358.585208
70,14.86819499,5.769506631,Mega,462.5115113
59,21.18724484,1.117233143,Micro,353.9678416
93,19.95638677,2.261406312,Macro,488.3158335
63,16.52948801,3.351418583,Mega,459.735547
47,18.77736976,0.041229108,Micro,344.7633594
76,25.09598285,3.588906021,Macro,534.6950736
28,10.37265122,2.055377225,Mega,385.0066857
97,35.73461699,6.814448789,Macro,540.3072648
15,2.524965192,4.075476124,Nano,219.7915061
52,22.90816582,3.257424196,Micro,371.8316259
100,36.07233519,7.343767899,Macro,586.0238034
37,11.42740433,0.01459412,Micro,368.8280769
83,32.83596609,5.757350405,Mega,393.7423112
12,14.33248452,0.653011165,Nano,221.4794443
59,23.06216322,2.518604614,Mega,386.0452126
69,23.88586038,2.516655365,Macro,527.1178928
99,35.34863664,3.077833251,Macro,521.9085401
64,18.30859625,3.349844406,Mega,427.2412385
77,26.93238832,1.123163783,Mega,403.7223411
18,8.769271983,4.472197966,Nano,209.8348675
26,12.27610125,0.022498266,Nano,238.5814044
27,4.701938982,2.075231234,Nano,295.4007786
34,14.88677162,0.899125167,Nano,279.4111459
81,29.12147199,7.916414207,Macro,488.4712907
67,33.47845174,6.272878542,Mega,419.6043776
71,25.19676618,8.050997952,Macro,474.3556813
21,8.648684909,6.921289406,Micro,302.9642789
63,14.43895625,2.954981196,Macro,537.6774801
17,8.797291422,2.409158219,Nano,218.3674718
55,12.20695949,5.385105587,Mega,452.9619232
52,18.25418226,2.745603394,Micro,337.0735255
39,11.06056355,3.690414895,Micro,311.8844292
43,18.23019243,4.079293023,Micro,325.89927
28,4.140973909,2.501202365,Nano,290.6210525
68,26.11363167,2.738414665,Mega,412.9367488
60,19.56382452,3.911593076,Micro,375.6305911
20,12.61877735,1.600792875,Nano,225.3778613
44,12.79549978,1.228337955,Nano,292.0528409
75,30.8609378,5.033560605,Mega,461.600601
85,31.6447624,4.33936309,Macro,512.5795957
75,26.07350953,3.421472642,Mega,448.5086005
18,1.481611067,2.321315362,Nano,199.8368042
52,21.00550622,2.405095013,Micro,343.3527422
49,16.6826188,4.159433929,Micro,373.2750759
35,14.30888641,1.266797266,Micro,368.5983947
74,19.29015403,4.359484985,Micro,342.1156598
60,23.53730258,4.940351212,Micro,357.1371593
90,14.39599154,0.895646184,Macro,590.4405328
95,39.3614212,6.182300153,Macro,628.0804099
83,25.39696363,2.810283955,Macro,536.4247086
62,15.96713564,1.18040903,Mega,434.6018173
21,5.180326908,1.332821498,Nano,221.1645749
92,37.09719741,5.853243068,Mega,457.3514343
72,24.68121877,6.002450357,Macro,484.6062557
32,5.838121345,2.765538827,Nano,281.5251279
69,28.0169731,6.183202335,Mega,401.3873508
23,4.510090793,0.033647813,Micro,346.0034834
76,31.36438375,7.209496962,Micro,318.7442715
92,26.86626542,5.435402212,Mega,461.4377751
94,37.47520003,6.093510288,Macro,568.7941143
83,27.4575452,5.358948693,Macro,480.7236569
59,13.85180397,2.552071784,Micro,348.4337635
16,0.364453104,0.471870511,Nano,195.7441894
80,27.73499051,5.223389145,Mega,420.2339175
62,17.79116447,0.878425861,Micro,357.229965
37,6.460701926,1.332038473,Nano,297.3964729
54,22.28131461,1.493831312,Micro,329.0955691
55,22.93162206,2.01995944,Nano,280.4485739
54,13.09647398,1.75071503,Mega,450.6713586
26,17.83664974,5.109696734,Nano,246.760156
47,20.82015775,3.598794638,Micro,352.0536036
39,9.722746017,0.903060425,Mega,400.5277738
45,12.66662023,1.415740851,Micro,365.4297744
75,27.69457686,6.330322063,Micro,333.0683035
64,24.05736443,8.153003774,Mega,394.6498639
14,5.599582378,2.536887018,Nano,204.7689096
65,18.74248941,2.46078708,Mega,386.314646
34,16.85678293,3.886005263,Micro,318.6743077
40,5.903771109,3.454079966,Micro,337.6582496
97,34.46795513,4.088163909,Macro,542.2515759
65,23.25107396,2.460484219,Mega,452.892668
38,4.338843042,0.028073247,Nano,211.3144802
74,31.20063184,5.956147638,Mega,449.4693554
49,20.77180963,3.689627871,Mega,419.551269
77,29.86234905,0.917605295,Macro,537.2671902
96,31.12311841,2.603734722,Macro,551.0790419
53,25.16287834,5.689885638,Mega,388.3590184
42,12.05907089,1.472850958,Mega,398.4847767
38,14.81513871,6.190336545,Micro,316.6362695
61,23.13228707,6.415854366,Mega,423.8762082
53,12.07008908,1.852175612,Mega,446.4079429
55,18.50667095,4.089302485,Micro,337.4946054
11,1.463574417,1.633269621,Nano,220.150675
74,24.31771749,5.292837316,Macro,490.8585687
28,4.501081536,1.91382614,Micro,341.1092607
51,16.57349003,0.928129377,Mega,435.8148548
24,10.62179399,1.086533803,Nano,290.6557128
26,6.527093405,4.829395036,Nano,220.3669787
98,30.37795016,3.96458204,Macro,546.0358242
78,22.76786206,1.967175424,Mega,452.1857816
40,21.78629319,7.451511141,Micro,306.7800659
36,16.25772483,2.784612646,Nano,272.4560437
61,20.19729211,1.344451932,Micro,365.7239511
82,26.3742475,4.160118846,Mega,461.5840726
59,18.05024365,2.889912691,Mega,433.3296254
81,22.06361159,2.2942489,Macro,504.9414797
25,11.1329506,2.882927209,Nano,267.8476982
88,25.59728155,4.903209547,Macro,486.3982281
16,1.414510013,1.221977592,Nano,272.4511883
25,14.16591288,0.496059904,Micro,327.6508029
80,29.33668376,3.456429808,Macro,509.6883665
23,12.05716495,1.448221333,Nano,279.224307
46,15.57567824,3.61510014,Micro,355.4242119
21,6.286843929,0.13183582,Nano,272.8407653
40,8.144143253,0.719071866,Macro,473.9598001
34,13.35447854,0.734024403,Nano,218.8684878
91,28.08005623,6.062588606,Macro,614.2201732
78,26.71815053,3.363133607,Macro,513.9317187
37,2.828972458,4.556701242,Nano,288.0321478
25,4.590911983,1.016804919,Nano,236.2987486
13,1.067301036,0.825314156,Nano,225.3275346
45,8.374998074,1.439268363,Micro,356.5460438
18,1.864835189,1.06921254,Nano,278.4379228
21,9.750389723,4.396804065,Micro,356.2034806
69,28.45307095,7.099474906,Mega,403.3119358
98,27.33731038,2.839123372,Macro,562.1710584
15,5.993082777,0.052900571,Nano,276.1723529
29,20.19454619,4.263712907,Nano,259.7466528
19,9.057538981,1.480035413,Micro,364.65385
63,13.47689876,3.355966243,Mega,414.2940897
73,18.96636214,4.058402635,Macro,498.849913
81,32.15203051,8.363874342,Mega,404.4781078
73,23.66456112,7.655588185,Macro,467.8571171
15,7.631560662,1.459345124,Micro,304.8838213
94,30.87615447,7.201351187,Macro,510.5230425
60,16.68841769,2.946457918,Mega,462.8571072
52,15.04080543,2.272803588,Mega,422.9610108
27,12.24599734,2.026165043,Nano,282.4049505
30,0.179656032,0.280326002,Nano,271.9150842
76,34.12497308,5.948489204,Macro,478.042643
49,13.09088428,2.950203359,Mega,391.4014843
38,15.20246594,2.346264462,Mega,389.7514737
44,26.10580982,5.549674314,Micro,370.6629244
17,1.437546273,0.175893869,Nano,186.0188477
85,33.88151018,5.708518932,Macro,538.0919508
85,23.78707098,2.504073833,Macro,487.7130722
63,20.16504866,3.549288353,Micro,365.6276724
76,32.31926372,6.494517858,Mega,460.7810283
88,24.62803209,9.751647012,Macro,578.7078331
50,16.07391542,2.133291153,Micro,306.1613526
28,18.92451704,1.884703111,Nano,239.9457524
83,30.64496663,6.844189108,Mega,462.0883503
79,24.13102522,4.384600824,Mega,451.8830316
41,12.50160407,1.247269966,Micro,327.734577
99,29.46090412,3.652058045,Macro,631.6396272
40,21.84297247,4.621465773,Mega,388.5466311
96,33.24653379,3.953012517,Macro,620.8552625
13,2.807795774,0.60165589,Nano,296.0122319
30,17.31812448,0.263189631,Micro,339.3197172
41,14.81924744,6.158927918,Micro,304.0746041
66,18.90171732,4.247814704,Micro,351.4833475
77,29.79930364,4.062496317,Macro,527.2557594
13,4.027757616,0.216286524,Nano,244.3941204
20,14.13534024,3.890982839,Nano,213.7742686
88,23.2144694,1.176796593,Macro,491.4616754
45,19.52113112,5.018550323,Micro,372.3134478
31,14.30082434,2.954928662,Nano,258.7663166
51,12.78804679,3.632374533,Micro,347.2670462
70,23.17539059,4.579829006,Macro,466.5761678
64,14.49372202,0.737132129,Mega,429.773551
96,22.45101738,1.115810985,Macro,470.671939
86,33.25005023,10.0637457,Mega,456.652385
91,30.72941231,8.1039854,Macro,543.1985101
26,13.89189629,2.39359741,Nano,267.1942359
89,31.06459542,6.00634362,Macro,485.0888473
71,17.14796237,3.407461351,Mega,383.1455638
49,16.59159546,0.394758957,Micro,350.6835231
49,13.38629377,0.812175296,Mega,388.8524134
46,8.763920379,8.357128383,Mega,392.4829778
23,3.424421953,1.254887329,Micro,362.6717348
47,11.99797611,2.844788545,Micro,344.3522327
25,1.908465673,1.922723544,Nano,287.6336923
52,13.43002119,2.656327532,Micro,327.7344305
11,7.228354408,5.250181854,Nano,280.8501239
100,31.73905151,6.53042334,Macro,484.7717559
85,36.24543619,8.863215031,Mega,458.990687
70,28.84317427,5.226574958,Mega,397.5824709
67,18.22410861,3.249878409,Mega,395.6593759
68,16.84529732,4.987388927,Mega,419.2074677
34,18.84526775,6.501071139,Micro,345.4889695
30,6.334378802,0.795481886,Nano,212.0619467
42,9.457616913,1.857779697,Micro,307.2467228
100,34.36913284,5.77397264,Macro,532.9292402
45,11.70794329,3.509534146,Micro,376.4232193
83,17.02920312,4.591346122,Mega,458.2842588
64,19.21061664,3.087815141,Mega,425.362484
42,9.042435583,0.400175497,Nano,275.9151284
12,5.013390243,0.840971884,Nano,106.0013814
54,9.42171819,0.760326336,Micro,379.2872908
84,30.18997846,3.43325727,Macro,545.6558195
71,28.98931813,4.510760387,Macro,466.5635061
55,20.04545281,3.068510586,Mega,422.1583693
76,21.01001801,4.471264224,Mega,463.2025726
21,11.11699915,0.298541858,Micro,304.2729454
57,16.68509976,0.667511487,Micro,344.6501836
18,12.96311522,0.910273486,Nano,207.0001864
68,28.70134242,3.706080385,Mega,414.4419531
61,23.67190912,3.362017203,Micro,332.2543204
87,30.68709234,1.275253398,Macro,558.9875846
55,12.37094913,0.918581511,Micro,332.7811914
66,23.44360429,3.951207434,Mega,405.6960052
90,25.22566644,3.061937926,Macro,503.2849259
60,13.99300627,2.410218362,Macro,465.0091535
46,15.73424826,3.670681166,Micro,315.9636288
12,1.648197979,1.30572513,Nano,255.0115679
54,14.96723698,0.840083166,Mega,406.3965698
77,21.03196536,1.86728813,Mega,436.0893044
13,3.597244019,5.441006056,Micro,311.4879945
92,25.05226608,7.118749557,Macro,488.6970738
70,19.74894387,5.599312885,Mega,432.7972142
33,8.183954068,0.147169499,Nano,296.2873769
28,14.07938991,5.9702183,Nano,284.7088055
86,40.5572006,3.490643013,Mega,420.3527307
97,24.13192924,3.174014104,Macro,508.1157481
69,28.00048104,7.370702567,Macro,471.1207027
